index;InvoiceNo;StockCode;Description;Quantity;InvoiceDate;UnitPrice;CustomerID;Country;Amount;PurchaseType;PurchaseType2;Year;Year & Invoice
174;536385;22662;Lunch Bag Dolly Girl Design;10;2010-12-01 09:56:00;1.65;17420.0;United Kingdom;16.5;Low Value;Low Value;2010;2010 | 536385
175;536386;84880;White Wire Egg Holder;36;2010-12-01 09:57:00;4.95;16029.0;United Kingdom;178.20000000000002;High Value;High Value;2010;2010 | 536386
176;536386;85099C;Jumbo  Bag Baroque Black White;100;2010-12-01 09:57:00;1.65;16029.0;United Kingdom;165.0;High Value;High Value;2010;2010 | 536386
177;536386;85099B;Jumbo Bag Red Retrospot;100;2010-12-01 09:57:00;1.65;16029.0;United Kingdom;165.0;High Value;High Value;2010;2010 | 536386
178;536387;79321;Chilli Lights;192;2010-12-01 09:58:00;3.82;16029.0;United Kingdom;733.4399999999999;High Value;High Value;2010;2010 | 536387
179;536387;22780;Light Garland Butterfiles Pink;192;2010-12-01 09:58:00;3.37;16029.0;United Kingdom;647.04;High Value;High Value;2010;2010 | 536387
180;536387;22779;Wooden Owls Light Garland ;192;2010-12-01 09:58:00;3.37;16029.0;United Kingdom;647.04;High Value;High Value;2010;2010 | 536387
181;536387;22466;Fairy Tale Cottage Nightlight;432;2010-12-01 09:58:00;1.45;16029.0;United Kingdom;626.4;High Value;High Value;2010;2010 | 536387
182;536387;21731;Red Toadstool Led Night Light;432;2010-12-01 09:58:00;1.25;16029.0;United Kingdom;540.0;High Value;High Value;2010;2010 | 536387
183;536388;21754;Home Building Block Word;3;2010-12-01 09:59:00;5.95;16250.0;United Kingdom;17.85;Low Value;Low Value;2010;2010 | 536388
184;536388;21755;Love Building Block Word;3;2010-12-01 09:59:00;5.95;16250.0;United Kingdom;17.85;Low Value;Low Value;2010;2010 | 536388
185;536388;21523;Doormat Fancy Font Home Sweet Home;2;2010-12-01 09:59:00;7.95;16250.0;United Kingdom;15.9;Low Value;Low Value;2010;2010 | 536388
186;536388;21363;Home Small Wood Letters;3;2010-12-01 09:59:00;4.95;16250.0;United Kingdom;14.850000000000001;Low Value;Low Value;2010;2010 | 536388
187;536388;21411;Gingham Heart  Doorstop Red;3;2010-12-01 09:59:00;4.25;16250.0;United Kingdom;12.75;Low Value;Low Value;2010;2010 | 536388
188;536388;22318;Five Heart Hanging Decoration;6;2010-12-01 09:59:00;2.95;16250.0;United Kingdom;17.700000000000003;Low Value;Low Value;2010;2010 | 536388
189;536388;22464;Hanging Metal Heart Lantern;12;2010-12-01 09:59:00;1.65;16250.0;United Kingdom;19.799999999999997;Low Value;Low Value;2010;2010 | 536388
190;536388;22915;Assorted Bottle Top  Magnets ;12;2010-12-01 09:59:00;0.42;16250.0;United Kingdom;5.04;Low Value;Low Value;2010;2010 | 536388
191;536388;22922;Fridge Magnets Us Diner Assorted;12;2010-12-01 09:59:00;0.85;16250.0;United Kingdom;10.2;Low Value;Low Value;2010;2010 | 536388
192;536388;22969;Homemade Jam Scented Candles;12;2010-12-01 09:59:00;1.45;16250.0;United Kingdom;17.4;Low Value;Low Value;2010;2010 | 536388
193;536388;22923;Fridge Magnets Les Enfants Assorted;12;2010-12-01 09:59:00;0.85;16250.0;United Kingdom;10.2;Low Value;Low Value;2010;2010 | 536388
194;536388;21115;Rose Caravan Doorstop;4;2010-12-01 09:59:00;6.75;16250.0;United Kingdom;27.0;Low Value;Low Value;2010;2010 | 536388
195;536388;22469;Heart Of Wicker Small;12;2010-12-01 09:59:00;1.65;16250.0;United Kingdom;19.799999999999997;Low Value;Low Value;2010;2010 | 536388
196;536388;22242;5 Hook Hanger Magic Toadstool;12;2010-12-01 09:59:00;1.65;16250.0;United Kingdom;19.799999999999997;Low Value;Low Value;2010;2010 | 536388
197;536389;22941;Christmas Lights 10 Reindeer;6;2010-12-01 10:03:00;8.5;12431.0;Australia;51.0;Low Value;Med Value;2010;2010 | 536389
198;536389;21622;Vintage Union Jack Cushion Cover;8;2010-12-01 10:03:00;4.95;12431.0;Australia;39.6;Low Value;Low Value;2010;2010 | 536389
199;536389;21791;Vintage Heads And Tails Card Game ;12;2010-12-01 10:03:00;1.25;12431.0;Australia;15.0;Low Value;Low Value;2010;2010 | 536389
200;536389;35004C;Set Of 3 Coloured  Flying Ducks;6;2010-12-01 10:03:00;5.45;12431.0;Australia;32.7;Low Value;Low Value;2010;2010 | 536389
201;536389;35004G;Set Of 3 Gold Flying Ducks;4;2010-12-01 10:03:00;6.35;12431.0;Australia;25.4;Low Value;Low Value;2010;2010 | 536389
202;536389;85014B;Red Retrospot Umbrella;6;2010-12-01 10:03:00;5.95;12431.0;Australia;35.7;Low Value;Low Value;2010;2010 | 536389
203;536389;85014A;Black/Blue Polkadot Umbrella;3;2010-12-01 10:03:00;5.95;12431.0;Australia;17.85;Low Value;Low Value;2010;2010 | 536389
204;536389;22193;Red Diner Wall Clock;2;2010-12-01 10:03:00;8.5;12431.0;Australia;17.0;Low Value;Low Value;2010;2010 | 536389
205;536389;22726;Alarm Clock Bakelike Green;4;2010-12-01 10:03:00;3.75;12431.0;Australia;15.0;Low Value;Low Value;2010;2010 | 536389
206;536389;22727;Alarm Clock Bakelike Red ;4;2010-12-01 10:03:00;3.75;12431.0;Australia;15.0;Low Value;Low Value;2010;2010 | 536389
207;536389;22192;Blue Diner Wall Clock;2;2010-12-01 10:03:00;8.5;12431.0;Australia;17.0;Low Value;Low Value;2010;2010 | 536389
208;536389;22191;Ivory Diner Wall Clock;2;2010-12-01 10:03:00;8.5;12431.0;Australia;17.0;Low Value;Low Value;2010;2010 | 536389
209;536389;22195;Large Heart Measuring Spoons;24;2010-12-01 10:03:00;1.65;12431.0;Australia;39.599999999999994;Low Value;Low Value;2010;2010 | 536389
210;536389;22196;Small Heart Measuring Spoons;24;2010-12-01 10:03:00;0.85;12431.0;Australia;20.4;Low Value;Low Value;2010;2010 | 536389
211;536390;22941;Christmas Lights 10 Reindeer;2;2010-12-01 10:19:00;8.5;17511.0;United Kingdom;17.0;Low Value;Low Value;2010;2010 | 536390
212;536390;22960;Jam Making Set With Jars;12;2010-12-01 10:19:00;3.75;17511.0;United Kingdom;45.0;Low Value;Low Value;2010;2010 | 536390
213;536390;22961;Jam Making Set Printed;12;2010-12-01 10:19:00;1.45;17511.0;United Kingdom;17.4;Low Value;Low Value;2010;2010 | 536390
214;536390;22962;Jam Jar With Pink Lid;48;2010-12-01 10:19:00;0.72;17511.0;United Kingdom;34.56;Low Value;Low Value;2010;2010 | 536390
215;536390;22963;Jam Jar With Green Lid;48;2010-12-01 10:19:00;0.72;17511.0;United Kingdom;34.56;Low Value;Low Value;2010;2010 | 536390
216;536390;22968;Rose Cottage Keepsake Box ;8;2010-12-01 10:19:00;8.5;17511.0;United Kingdom;68.0;Low Value;Med Value;2010;2010 | 536390
217;536390;84970S;Hanging Heart Zinc T-Light Holder;144;2010-12-01 10:19:00;0.64;17511.0;United Kingdom;92.16;High Value;Med Value;2010;2010 | 536390
218;536390;22910;Paper Chain Kit Vintage Christmas;40;2010-12-01 10:19:00;2.55;17511.0;United Kingdom;102.0;High Value;Med Value;2010;2010 | 536390
219;536390;20668;Disco Ball Christmas Decoration;288;2010-12-01 10:19:00;0.1;17511.0;United Kingdom;28.8;Low Value;Low Value;2010;2010 | 536390
220;536390;85123A;White Hanging Heart T-Light Holder;64;2010-12-01 10:19:00;2.55;17511.0;United Kingdom;163.2;High Value;High Value;2010;2010 | 536390
221;536390;22197;Small Popcorn Holder;100;2010-12-01 10:19:00;0.72;17511.0;United Kingdom;72.0;High Value;Med Value;2010;2010 | 536390
222;536390;22198;Large Popcorn Holder ;50;2010-12-01 10:19:00;1.45;17511.0;United Kingdom;72.5;High Value;Med Value;2010;2010 | 536390
223;536390;21533;Retrospot Large Milk Jug;12;2010-12-01 10:19:00;4.25;17511.0;United Kingdom;51.0;Low Value;Med Value;2010;2010 | 536390
224;536390;21080;Set/20 Red Retrospot Paper Napkins ;96;2010-12-01 10:19:00;0.64;17511.0;United Kingdom;61.44;Low Value;Med Value;2010;2010 | 536390
225;536390;21094;Set/6 Red Spotty Paper Plates;96;2010-12-01 10:19:00;0.64;17511.0;United Kingdom;61.44;Low Value;Med Value;2010;2010 | 536390
226;536390;21086;Set/6 Red Spotty Paper Cups;48;2010-12-01 10:19:00;0.65;17511.0;United Kingdom;31.200000000000003;Low Value;Low Value;2010;2010 | 536390
227;536390;21786;Polkadot Rain Hat ;144;2010-12-01 10:19:00;0.32;17511.0;United Kingdom;46.08;Low Value;Low Value;2010;2010 | 536390
228;536390;22654;Deluxe Sewing Kit ;40;2010-12-01 10:19:00;4.95;17511.0;United Kingdom;198.0;High Value;High Value;2010;2010 | 536390
229;536390;21485;Retrospot Heart Hot Water Bottle;24;2010-12-01 10:19:00;4.25;17511.0;United Kingdom;102.0;High Value;Med Value;2010;2010 | 536390
230;536390;84029G;Knitted Union Flag Hot Water Bottle;24;2010-12-01 10:19:00;3.39;17511.0;United Kingdom;81.36;High Value;Med Value;2010;2010 | 536390
231;536390;84030E;English Rose Hot Water Bottle;24;2010-12-01 10:19:00;3.75;17511.0;United Kingdom;90.0;High Value;Med Value;2010;2010 | 536390
232;536390;22174;Photo Cube;48;2010-12-01 10:19:00;1.48;17511.0;United Kingdom;71.03999999999999;High Value;Med Value;2010;2010 | 536390
233;536390;22969;Homemade Jam Scented Candles;96;2010-12-01 10:19:00;1.25;17511.0;United Kingdom;120.0;High Value;High Value;2010;2010 | 536390
234;536390;85099B;Jumbo Bag Red Retrospot;100;2010-12-01 10:19:00;1.65;17511.0;United Kingdom;165.0;High Value;High Value;2010;2010 | 536390
242;536392;22150;3 Stripey Mice Feltcraft;6;2010-12-01 10:29:00;1.95;13705.0;United Kingdom;11.7;Low Value;Low Value;2010;2010 | 536392
243;536392;22619;Set Of 6 Soldier Skittles;4;2010-12-01 10:29:00;3.75;13705.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536392
244;536392;21891;Traditional Wooden Skipping Rope;12;2010-12-01 10:29:00;1.25;13705.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536392
245;536392;21889;Wooden Box Of Dominoes;12;2010-12-01 10:29:00;1.25;13705.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536392
246;536392;22827;Rustic  Seventeen Drawer Sideboard;1;2010-12-01 10:29:00;165.0;13705.0;United Kingdom;165.0;High Value;High Value;2010;2010 | 536392
247;536392;22127;Party Cones Carnival Assorted;12;2010-12-01 10:29:00;1.25;13705.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536392
248;536392;22128;Party Cones Candy Assorted;12;2010-12-01 10:29:00;1.25;13705.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536392
249;536392;22502;Picnic Basket Wicker Small;4;2010-12-01 10:29:00;5.95;13705.0;United Kingdom;23.8;Low Value;Low Value;2010;2010 | 536392
250;536392;84879;Assorted Colour Bird Ornament;16;2010-12-01 10:29:00;1.69;13705.0;United Kingdom;27.04;Low Value;Low Value;2010;2010 | 536392
251;536392;22338;Star Decoration Painted Zinc ;24;2010-12-01 10:29:00;0.65;13705.0;United Kingdom;15.600000000000001;Low Value;Low Value;2010;2010 | 536392
252;536393;22180;Retrospot Lamp;8;2010-12-01 10:37:00;9.95;13747.0;United Kingdom;79.6;High Value;Med Value;2010;2010 | 536393
253;536394;21506;Fancy Font Birthday Card, ;24;2010-12-01 10:39:00;0.42;13408.0;United Kingdom;10.08;Low Value;Low Value;2010;2010 | 536394
254;536394;22633;Hand Warmer Union Jack;96;2010-12-01 10:39:00;1.85;13408.0;United Kingdom;177.60000000000002;High Value;High Value;2010;2010 | 536394
255;536394;22866;Hand Warmer Scotty Dog Design;96;2010-12-01 10:39:00;1.85;13408.0;United Kingdom;177.60000000000002;High Value;High Value;2010;2010 | 536394
256;536394;22865;Hand Warmer Owl Design;96;2010-12-01 10:39:00;1.85;13408.0;United Kingdom;177.60000000000002;High Value;High Value;2010;2010 | 536394
257;536394;22632;Hand Warmer Red Retrospot;96;2010-12-01 10:39:00;1.85;13408.0;United Kingdom;177.60000000000002;High Value;High Value;2010;2010 | 536394
258;536394;21485;Retrospot Heart Hot Water Bottle;12;2010-12-01 10:39:00;4.95;13408.0;United Kingdom;59.400000000000006;Low Value;Med Value;2010;2010 | 536394
259;536394;22349;Dog Bowl Chasing Ball Design;12;2010-12-01 10:39:00;3.75;13408.0;United Kingdom;45.0;Low Value;Low Value;2010;2010 | 536394
260;536394;22558;Clothes Pegs Retrospot Pack 24 ;48;2010-12-01 10:39:00;1.25;13408.0;United Kingdom;60.0;Low Value;Med Value;2010;2010 | 536394
261;536394;85152;Hand Over The Chocolate   Sign ;12;2010-12-01 10:39:00;2.1;13408.0;United Kingdom;25.200000000000003;Low Value;Low Value;2010;2010 | 536394
262;536394;85123A;White Hanging Heart T-Light Holder;32;2010-12-01 10:39:00;2.55;13408.0;United Kingdom;81.6;High Value;Med Value;2010;2010 | 536394
263;536394;22652;Travel Sewing Kit;20;2010-12-01 10:39:00;1.65;13408.0;United Kingdom;33.0;Low Value;Low Value;2010;2010 | 536394
264;536395;22188;Black Heart Card Holder;8;2010-12-01 10:47:00;3.95;13767.0;United Kingdom;31.6;Low Value;Low Value;2010;2010 | 536395
265;536395;84879;Assorted Colour Bird Ornament;32;2010-12-01 10:47:00;1.69;13767.0;United Kingdom;54.08;Low Value;Med Value;2010;2010 | 536395
266;536395;21977;Pack Of 60 Pink Paisley Cake Cases;24;2010-12-01 10:47:00;0.55;13767.0;United Kingdom;13.200000000000001;Low Value;Low Value;2010;2010 | 536395
267;536395;84991;60 Teatime Fairy Cake Cases;24;2010-12-01 10:47:00;0.55;13767.0;United Kingdom;13.200000000000001;Low Value;Low Value;2010;2010 | 536395
268;536395;21212;Pack Of 72 Retrospot Cake Cases;24;2010-12-01 10:47:00;0.55;13767.0;United Kingdom;13.200000000000001;Low Value;Low Value;2010;2010 | 536395
269;536395;21484;Chick Grey Hot Water Bottle;8;2010-12-01 10:47:00;3.45;13767.0;United Kingdom;27.6;Low Value;Low Value;2010;2010 | 536395
270;536395;21314;Small Glass Heart Trinket Pot;8;2010-12-01 10:47:00;2.1;13767.0;United Kingdom;16.8;Low Value;Low Value;2010;2010 | 536395
271;536395;22730;Alarm Clock Bakelike Ivory;4;2010-12-01 10:47:00;3.75;13767.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536395
272;536395;22727;Alarm Clock Bakelike Red ;8;2010-12-01 10:47:00;3.75;13767.0;United Kingdom;30.0;Low Value;Low Value;2010;2010 | 536395
273;536395;22729;Alarm Clock Bakelike Orange;8;2010-12-01 10:47:00;3.75;13767.0;United Kingdom;30.0;Low Value;Low Value;2010;2010 | 536395
274;536395;22726;Alarm Clock Bakelike Green;8;2010-12-01 10:47:00;3.75;13767.0;United Kingdom;30.0;Low Value;Low Value;2010;2010 | 536395
275;536395;22114;Hot Water Bottle Tea And Sympathy;8;2010-12-01 10:47:00;3.95;13767.0;United Kingdom;31.6;Low Value;Low Value;2010;2010 | 536395
276;536395;22867;Hand Warmer Bird Design;48;2010-12-01 10:47:00;2.1;13767.0;United Kingdom;100.80000000000001;High Value;Med Value;2010;2010 | 536395
277;536395;22866;Hand Warmer Scotty Dog Design;48;2010-12-01 10:47:00;2.1;13767.0;United Kingdom;100.80000000000001;High Value;Med Value;2010;2010 | 536395
278;536396;85123A;White Hanging Heart T-Light Holder;6;2010-12-01 10:51:00;2.55;17850.0;United Kingdom;15.299999999999999;Low Value;Low Value;2010;2010 | 536396
279;536396;71053;White Metal Lantern;6;2010-12-01 10:51:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536396
280;536396;84406B;Cream Cupid Hearts Coat Hanger;8;2010-12-01 10:51:00;2.75;17850.0;United Kingdom;22.0;Low Value;Low Value;2010;2010 | 536396
281;536396;15056BL;Edwardian Parasol Black;6;2010-12-01 10:51:00;4.95;17850.0;United Kingdom;29.700000000000003;Low Value;Low Value;2010;2010 | 536396
282;536396;20679;Edwardian Parasol Red;6;2010-12-01 10:51:00;4.95;17850.0;United Kingdom;29.700000000000003;Low Value;Low Value;2010;2010 | 536396
283;536396;37370;Retro Coffee Mugs Assorted;6;2010-12-01 10:51:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536396
284;536396;21871;Save The Planet Mug;6;2010-12-01 10:51:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536396
285;536396;21071;Vintage Billboard Drink Me Mug;6;2010-12-01 10:51:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536396
286;536396;21068;Vintage Billboard Love/Hate Mug;6;2010-12-01 10:51:00;1.06;17850.0;United Kingdom;6.36;Low Value;Low Value;2010;2010 | 536396
287;536396;82483;Wood 2 Drawer Cabinet White Finish;2;2010-12-01 10:51:00;4.95;17850.0;United Kingdom;9.9;Low Value;Low Value;2010;2010 | 536396
288;536396;82486;Wood S/3 Cabinet Ant White Finish;4;2010-12-01 10:51:00;6.95;17850.0;United Kingdom;27.8;Low Value;Low Value;2010;2010 | 536396
289;536396;82482;Wooden Picture Frame White Finish;6;2010-12-01 10:51:00;2.1;17850.0;United Kingdom;12.600000000000001;Low Value;Low Value;2010;2010 | 536396
290;536396;82494L;Wooden Frame Antique White ;12;2010-12-01 10:51:00;2.55;17850.0;United Kingdom;30.599999999999998;Low Value;Low Value;2010;2010 | 536396
291;536396;84029G;Knitted Union Flag Hot Water Bottle;6;2010-12-01 10:51:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536396
292;536396;84029E;Red Woolly Hottie White Heart.;6;2010-12-01 10:51:00;3.39;17850.0;United Kingdom;20.34;Low Value;Low Value;2010;2010 | 536396
293;536396;22752;Set 7 Babushka Nesting Boxes;2;2010-12-01 10:51:00;7.65;17850.0;United Kingdom;15.3;Low Value;Low Value;2010;2010 | 536396
294;536396;22803;Ivory Embroidered Quilt ;2;2010-12-01 10:51:00;35.75;17850.0;United Kingdom;71.5;High Value;Med Value;2010;2010 | 536396
295;536396;21730;Glass Star Frosted T-Light Holder;6;2010-12-01 10:51:00;4.25;17850.0;United Kingdom;25.5;Low Value;Low Value;2010;2010 | 536396
296;536397;35004B;Set Of 3 Black Flying Ducks;12;2010-12-01 10:51:00;4.65;17924.0;United Kingdom;55.800000000000004;Low Value;Med Value;2010;2010 | 536397
297;536397;35004C;Set Of 3 Coloured  Flying Ducks;48;2010-12-01 10:51:00;4.65;17924.0;United Kingdom;223.20000000000002;High Value;High Value;2010;2010 | 536397
298;536398;21980;Pack Of 12 Red Retrospot Tissues ;24;2010-12-01 10:52:00;0.29;13448.0;United Kingdom;6.959999999999999;Low Value;Low Value;2010;2010 | 536398
299;536398;21844;Red Retrospot Mug;6;2010-12-01 10:52:00;2.95;13448.0;United Kingdom;17.700000000000003;Low Value;Low Value;2010;2010 | 536398
300;536398;22468;Babushka Lights String Of 10;4;2010-12-01 10:52:00;6.75;13448.0;United Kingdom;27.0;Low Value;Low Value;2010;2010 | 536398
301;536398;22637;Piggy Bank Retrospot ;8;2010-12-01 10:52:00;2.55;13448.0;United Kingdom;20.4;Low Value;Low Value;2010;2010 | 536398
302;536398;22752;Set 7 Babushka Nesting Boxes;6;2010-12-01 10:52:00;8.5;13448.0;United Kingdom;51.0;Low Value;Med Value;2010;2010 | 536398
303;536398;48185;Doormat Fairy Cake;2;2010-12-01 10:52:00;7.95;13448.0;United Kingdom;15.9;Low Value;Low Value;2010;2010 | 536398
304;536398;22632;Hand Warmer Red Retrospot;12;2010-12-01 10:52:00;2.1;13448.0;United Kingdom;25.200000000000003;Low Value;Low Value;2010;2010 | 536398
305;536398;22866;Hand Warmer Scotty Dog Design;12;2010-12-01 10:52:00;2.1;13448.0;United Kingdom;25.200000000000003;Low Value;Low Value;2010;2010 | 536398
306;536398;22865;Hand Warmer Owl Design;12;2010-12-01 10:52:00;2.1;13448.0;United Kingdom;25.200000000000003;Low Value;Low Value;2010;2010 | 536398
307;536398;21232;Strawberry Ceramic Trinket Box;12;2010-12-01 10:52:00;1.25;13448.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536398
308;536398;22064;Pink Doughnut Trinket Pot ;12;2010-12-01 10:52:00;1.65;13448.0;United Kingdom;19.799999999999997;Low Value;Low Value;2010;2010 | 536398
309;536398;22449;Silk Purse Babushka Pink;6;2010-12-01 10:52:00;3.35;13448.0;United Kingdom;20.1;Low Value;Low Value;2010;2010 | 536398
310;536398;22114;Hot Water Bottle Tea And Sympathy;4;2010-12-01 10:52:00;3.95;13448.0;United Kingdom;15.8;Low Value;Low Value;2010;2010 | 536398
311;536398;22835;Hot Water Bottle I Am So Poorly;8;2010-12-01 10:52:00;4.65;13448.0;United Kingdom;37.2;Low Value;Low Value;2010;2010 | 536398
312;536398;22112;Chocolate Hot Water Bottle;9;2010-12-01 10:52:00;4.95;13448.0;United Kingdom;44.550000000000004;Low Value;Low Value;2010;2010 | 536398
313;536398;21479;White Skull Hot Water Bottle ;4;2010-12-01 10:52:00;3.75;13448.0;United Kingdom;15.0;Low Value;Low Value;2010;2010 | 536398
314;536398;22111;Scottie Dog Hot Water Bottle;9;2010-12-01 10:52:00;4.95;13448.0;United Kingdom;44.550000000000004;Low Value;Low Value;2010;2010 | 536398
315;536399;22632;Hand Warmer Red Polka Dot;6;2010-12-01 10:52:00;1.85;17850.0;United Kingdom;11.100000000000001;Low Value;Low Value;2010;2010 | 536399
316;536399;22633;Hand Warmer Union Jack;6;2010-12-01 10:52:00;1.85;17850.0;United Kingdom;11.100000000000001;Low Value;Low Value;2010;2010 | 536399
317;536400;22969;Homemade Jam Scented Candles;12;2010-12-01 10:53:00;1.45;13448.0;United Kingdom;17.4;Low Value;Low Value;2010;2010 | 536400
318;536401;22110;Bird House Hot Water Bottle;1;2010-12-01 11:21:00;2.55;15862.0;United Kingdom;2.55;Low Value;Low Value;2010;2010 | 536401
319;536401;22098;Boudoir Square Tissue Box;1;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;1.25;Low Value;Low Value;2010;2010 | 536401
320;536401;22100;Skulls Square Tissue Box;2;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;2.5;Low Value;Low Value;2010;2010 | 536401
321;536401;22766;Photo Frame Cornice;1;2010-12-01 11:21:00;2.95;15862.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536401
322;536401;22451;Silk Purse Babushka Red;1;2010-12-01 11:21:00;3.35;15862.0;United Kingdom;3.35;Low Value;Low Value;2010;2010 | 536401
323;536401;22549;Picture Dominoes;1;2010-12-01 11:21:00;1.45;15862.0;United Kingdom;1.45;Low Value;Low Value;2010;2010 | 536401
324;536401;84744;S/6 Sew On Crochet Flowers;1;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;1.25;Low Value;Low Value;2010;2010 | 536401
325;536401;85049E;Scandinavian Reds Ribbons;2;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;2.5;Low Value;Low Value;2010;2010 | 536401
326;536401;21328;Balloons  Writing Set ;1;2010-12-01 11:21:00;1.65;15862.0;United Kingdom;1.65;Low Value;Low Value;2010;2010 | 536401
327;536401;22961;Jam Making Set Printed;4;2010-12-01 11:21:00;1.45;15862.0;United Kingdom;5.8;Low Value;Low Value;2010;2010 | 536401
328;536401;17091A;Lavender Incense In Tin;1;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;1.25;Low Value;Low Value;2010;2010 | 536401
329;536401;22473;Tv Dinner Tray Vintage Paisley;1;2010-12-01 11:21:00;4.95;15862.0;United Kingdom;4.95;Low Value;Low Value;2010;2010 | 536401
330;536401;84509A;Set Of 4 English Rose Placemats;2;2010-12-01 11:21:00;3.75;15862.0;United Kingdom;7.5;Low Value;Low Value;2010;2010 | 536401
331;536401;84510A;Set Of 4 English Rose Coasters;2;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;2.5;Low Value;Low Value;2010;2010 | 536401
332;536401;22767;Triple Photo Frame Cornice ;2;2010-12-01 11:21:00;9.95;15862.0;United Kingdom;19.9;Low Value;Low Value;2010;2010 | 536401
333;536401;22768;Family Photo Frame Cornice;1;2010-12-01 11:21:00;9.95;15862.0;United Kingdom;9.95;Low Value;Low Value;2010;2010 | 536401
334;536401;21463;Mirrored Disco Ball ;1;2010-12-01 11:21:00;5.95;15862.0;United Kingdom;5.95;Low Value;Low Value;2010;2010 | 536401
335;536401;21464;Disco Ball Rotator Battery Operated;1;2010-12-01 11:21:00;4.25;15862.0;United Kingdom;4.25;Low Value;Low Value;2010;2010 | 536401
336;536401;20820;Silver Looking Mirror;3;2010-12-01 11:21:00;4.95;15862.0;United Kingdom;14.850000000000001;Low Value;Low Value;2010;2010 | 536401
337;536401;85150;Ladies & Gentlemen Metal Sign;1;2010-12-01 11:21:00;2.55;15862.0;United Kingdom;2.55;Low Value;Low Value;2010;2010 | 536401
338;536401;22117;Metal Sign Her Dinner Is Served ;1;2010-12-01 11:21:00;2.95;15862.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536401
339;536401;21169;You'Re Confusing Me Metal Sign ;2;2010-12-01 11:21:00;1.69;15862.0;United Kingdom;3.38;Low Value;Low Value;2010;2010 | 536401
340;536401;48129;Doormat Topiary;1;2010-12-01 11:21:00;7.95;15862.0;United Kingdom;7.95;Low Value;Low Value;2010;2010 | 536401
341;536401;82580;Bathroom Metal Sign;1;2010-12-01 11:21:00;0.55;15862.0;United Kingdom;0.55;Low Value;Low Value;2010;2010 | 536401
342;536401;82578;Kitchen Metal Sign;1;2010-12-01 11:21:00;0.55;15862.0;United Kingdom;0.55;Low Value;Low Value;2010;2010 | 536401
343;536401;82581;Toilet Metal Sign;2;2010-12-01 11:21:00;0.55;15862.0;United Kingdom;1.1;Low Value;Low Value;2010;2010 | 536401
344;536401;22413;Metal Sign Take It Or Leave It ;4;2010-12-01 11:21:00;2.95;15862.0;United Kingdom;11.8;Low Value;Low Value;2010;2010 | 536401
345;536401;21907;I'M On Holiday Metal Sign;2;2010-12-01 11:21:00;2.1;15862.0;United Kingdom;4.2;Low Value;Low Value;2010;2010 | 536401
346;536401;22441;Grow Your Own Basil In Enamel Mug;1;2010-12-01 11:21:00;2.1;15862.0;United Kingdom;2.1;Low Value;Low Value;2010;2010 | 536401
347;536401;21122;Set/10 Pink Polkadot Party Candles;1;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;1.25;Low Value;Low Value;2010;2010 | 536401
348;536401;22851;Set 20 Napkins Fairy Cakes Design ;1;2010-12-01 11:21:00;0.85;15862.0;United Kingdom;0.85;Low Value;Low Value;2010;2010 | 536401
349;536401;84991;60 Teatime Fairy Cake Cases;3;2010-12-01 11:21:00;0.55;15862.0;United Kingdom;1.6500000000000001;Low Value;Low Value;2010;2010 | 536401
350;536401;22810;Set Of 6 T-Lights Snowmen;1;2010-12-01 11:21:00;2.95;15862.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536401
351;536401;22809;Set Of 6 T-Lights Santa;1;2010-12-01 11:21:00;2.95;15862.0;United Kingdom;2.95;Low Value;Low Value;2010;2010 | 536401
352;536401;22435;Set Of 9 Heart Shaped Balloons;2;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;2.5;Low Value;Low Value;2010;2010 | 536401
353;536401;20966;Sandwich Bath Sponge;3;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;3.75;Low Value;Low Value;2010;2010 | 536401
354;536401;20963;Apple Bath Sponge;1;2010-12-01 11:21:00;1.25;15862.0;United Kingdom;1.25;Low Value;Low Value;2010;2010 | 536401
